bin,1,13.415,800,20,10
bin,1,16.537,800,20,10
bin,1,12.526,800,20,10
bin,0.876712328767123,16.058,800,20,10
bin,1,14.565,800,20,10
bin,1,15.072,800,20,10
bin,1,16.829,800,20,10
bin,1,16.522,800,20,10
bin,1,15.156,800,20,10
bin,1,14.664,800,20,10
bin,1,15.721,800,20,10
bin,1,16.405,800,20,10
bin,1,14.656,800,20,10
bin,1,16.422,800,20,10
bin,1,11.704,800,20,10
bin,1,14.793,800,20,10
bin,1,16.155,800,20,10
bin,1,17.005,800,20,10
bin,1,15.025,800,20,10
bin,1,14.341,800,20,10
bin,1,11.473,800,20,10
bin,1,16.811,800,20,10
bin,1,15.282,800,20,10
bin,1,15.783,800,20,10
bin,1,16.177,800,20,10
bin,1,14.636,800,20,10
bin,1,15.146,800,20,10
bin,1,16.906,800,20,10
bin,1,14.397,800,20,10
bin,1,15.898,800,20,10
bin,1,16.109,800,20,10
bin,1,15.193,800,20,10
bin,1,15.397,800,20,10
bin,1,14.181,800,20,10
bin,1,15.146,800,20,10
bin,1,16.364,800,20,10
bin,1,16.481,800,20,10
bin,1,15.981,800,20,10
bin,1,15.025,800,20,10
bin,1,16.421,800,20,10
bin,1,16.079,800,20,10
bin,1,16.672,800,20,10
bin,1,13.15,800,20,10
bin,1,17.74,800,20,10
bin,1,16.74,800,20,10
bin,1,14.574,800,20,10
bin,1,14.339,800,20,10
bin,1,15.114,800,20,10
bin,1,15.301,800,20,10
bin,1,16.374,800,20,10
bin,1,13.237,800,20,10
bin,1,15.598,800,20,10
bin,1,16.586,800,20,10
bin,1,11.927,800,20,10
bin,1,15.165,800,20,10
bin,1,16.431,800,20,10
bin,1,15.852,800,20,10
bin,1,16.123,800,20,10
bin,1,15.391,800,20,10
bin,1,16.174,800,20,10
bin,1,15.296,800,20,10
bin,1,14.565,800,20,10
bin,1,14.471,800,20,10
bin,1,11.148,800,20,10
bin,1,16.16,800,20,10
bin,1,15.025,800,20,10
bin,1,15.031,800,20,10
bin,1,15.003,800,20,10
bin,1,16.172,800,20,10
bin,1,10.789,800,20,10
bin,1,16.893,800,20,10
bin,1,15.603,800,20,10
bin,1,14.472,800,20,10
bin,1,14.616,800,20,10
bin,1,11.46,800,20,10
bin,1,15.169,800,20,10
bin,1,16.478,800,20,10
bin,1,15.385,800,20,10
bin,1,14.614,800,20,10
bin,1,11.466,800,20,10
bin,1,16.546,800,20,10
bin,0.876712328767123,16.966,800,20,10
bin,1,15.277,800,20,10
bin,1,16.05,800,20,10
bin,1,16.369,800,20,10
bin,0.876712328767123,16.065,800,20,10
bin,1,16.386,800,20,10
bin,0.876712328767123,16.649,800,20,10
bin,1,16.62,800,20,10
bin,1,15.937,800,20,10
bin,1,15.161,800,20,10
bin,1,15.422,800,20,10
bin,1,15.168,800,20,10
bin,1,14.432,800,20,10
bin,1,11.22,800,20,10
bin,0.876712328767123,15.74,800,20,10
bin,1,17.091,800,20,10
bin,1,16.322,800,20,10
bin,1,16.761,800,20,10
bin,1,14.953,800,20,10
bin,1,16.201,800,20,10
bin,1,14.534,800,20,10
bin,1,15.165,800,20,10
bin,1,15.801,800,20,10
bin,1,14.061,800,20,10
bin,1,16.37,800,20,10
bin,1,17.155,800,20,10
bin,1,16.101,800,20,10
bin,1,14.277,800,20,10
bin,1,13.042,800,20,10
bin,1,15.989,800,20,10
bin,1,14.968,800,20,10
bin,1,13.709,800,20,10
bin,1,14.1,800,20,10
bin,1,15.681,800,20,10
bin,1,13.947,800,20,10
bin,1,16.054,800,20,10
bin,1,15.652,800,20,10
bin,1,16.088,800,20,10
bin,1,15.256,800,20,10
bin,1,11.815,800,20,10
bin,1,14.298,800,20,10
bin,1,16.767,800,20,10
bin,1,15.603,800,20,10
bin,1,15.487,800,20,10
bin,1,16.206,800,20,10
bin,1,13.725,800,20,10
bin,1,17.123,800,20,10
bin,1,16.65,800,20,10
bin,1,14.116,800,20,10
bin,1,16.034,800,20,10
bin,1,15.729,800,20,10
bin,1,16.567,800,20,10
bin,0.876712328767123,15.643,800,20,10
bin,1,17.017,800,20,10
bin,1,16.631,800,20,10
bin,1,15.569,800,20,10
bin,1,16.934,800,20,10
bin,1,15.079,800,20,10
bin,1,12.796,800,20,10
bin,1,15.476,800,20,10
bin,1,16.287,800,20,10
bin,1,15.311,800,20,10
bin,1,16.864,800,20,10
bin,1,15.113,800,20,10
bin,1,15.103,800,20,10
bin,1,15.044,800,20,10
bin,1,17.089,800,20,10
bin,1,15.954,800,20,10
bin,1,15.568,800,20,10
bin,1,14.742,800,20,10
bin,1,16.39,800,20,10
bin,1,15.477,800,20,10
bin,1,15.042,800,20,10
bin,1,14.551,800,20,10
bin,1,14.961,800,20,10
bin,0.876712328767123,17.751,800,20,10
bin,1,14.867,800,20,10
bin,1,14.718,800,20,10
bin,1,15.045,800,20,10
bin,1,10.91,800,20,10
bin,1,15.071,800,20,10
bin,1,16.656,800,20,10
bin,1,15.372,800,20,10
bin,1,13.154,800,20,10
bin,1,15.743,800,20,10
bin,0.876712328767123,14.715,800,20,10
bin,0.876712328767123,16.118,800,20,10
bin,1,14.411,800,20,10
bin,1,15.118,800,20,10
bin,1,16.437,800,20,10
bin,1,14.21,800,20,10
bin,1,15.061,800,20,10
bin,1,16.283,800,20,10
bin,1,16.109,800,20,10
bin,1,14.499,800,20,10
bin,1,15.711,800,20,10
bin,1,14.212,800,20,10
bin,1,14.701,800,20,10
bin,1,13.923,800,20,10
bin,1,12.036,800,20,10
bin,1,11.491,800,20,10
bin,1,14.812,800,20,10
bin,1,13.9299999999999,800,20,10
bin,1,16.071,800,20,10
bin,1,16.9970000000001,800,20,10
bin,1,15.149,800,20,10
bin,1,16.7230000000001,800,20,10
bin,0.876712328767123,10.78,800,20,10
bin,1,14.428,800,20,10
bin,1,15.556,800,20,10
bin,0.876712328767123,16.1510000000001,800,20,10
bin,1,16.1369999999999,800,20,10
bin,1,16.027,800,20,10
bin,1,15.953,800,20,10
bin,1,13.806,800,20,10
bin,1,11.018,800,20,10
bin,1,10.496,800,20,10
bin,1,14.048,800,20,10
bin,1,13.145,800,20,10
gau,1,10.274,800,20,10
gau,0.876712328767123,11.704,800,20,10
gau,1,10.181,800,20,10
gau,1,11.522,800,20,10
gau,1,11.874,800,20,10
gau,1,11.895,800,20,10
gau,1,12.852,800,20,10
gau,1,13.105,800,20,10
gau,1,11.197,800,20,10
gau,1,11.474,800,20,10
gau,1,12.088,800,20,10
gau,1,11.59,800,20,10
gau,1,11.437,800,20,10
gau,1,13.342,800,20,10
gau,1,11.004,800,20,10
gau,1,11.735,800,20,10
gau,1,13.302,800,20,10
gau,1,12.628,800,20,10
gau,1,11.503,800,20,10
gau,1,11.88,800,20,10
gau,1,11.479,800,20,10
gau,1,12.654,800,20,10
gau,1,12.063,800,20,10
gau,1,12.038,800,20,10
gau,1,13.012,800,20,10
gau,1,11.9,800,20,10
gau,1,11.712,800,20,10
gau,1,11.523,800,20,10
gau,1,12.263,800,20,10
gau,1,11.543,800,20,10
gau,1,12.593,800,20,10
gau,1,12.187,800,20,10
gau,1,11.277,800,20,10
gau,1,11.872,800,20,10
gau,1,11.246,800,20,10
gau,1,12.617,800,20,10
gau,1,11.732,800,20,10
gau,1,11.36,800,20,10
gau,1,11.608,800,20,10
gau,1,12.963,800,20,10
gau,1,13.187,800,20,10
gau,1,13.484,800,20,10
gau,1,10.695,800,20,10
gau,1,13.568,800,20,10
gau,1,12.963,800,20,10
gau,1,11.93,800,20,10
gau,1,12.143,800,20,10
gau,0.876712328767123,11.547,800,20,10
gau,1,11.755,800,20,10
gau,1,13.02,800,20,10
gau,1,12.064,800,20,10
gau,1,12.274,800,20,10
gau,1,11.772,800,20,10
gau,1,10.769,800,20,10
gau,1,11.686,800,20,10
gau,1,13.132,800,20,10
gau,1,13.026,800,20,10
gau,1,11.471,800,20,10
gau,1,11.934,800,20,10
gau,1,11.23,800,20,10
gau,1,11.937,800,20,10
gau,1,11.592,800,20,10
gau,1,11.396,800,20,10
gau,1,11.015,800,20,10
gau,1,13.084,800,20,10
gau,1,11.373,800,20,10
gau,1,11.685,800,20,10
gau,1,12.074,800,20,10
gau,1,12.476,800,20,10
gau,1,10.357,800,20,10
gau,1,12.68,800,20,10
gau,1,11.47,800,20,10
gau,1,11.415,800,20,10
gau,1,11.75,800,20,10
gau,1,11.112,800,20,10
gau,1,11.735,800,20,10
gau,1,12.016,800,20,10
gau,1,11.578,800,20,10
gau,1,11.955,800,20,10
gau,1,11.764,800,20,10
gau,1,13.228,800,20,10
gau,1,12.81,800,20,10
gau,1,11.711,800,20,10
gau,1,11.146,800,20,10
gau,1,11.674,800,20,10
gau,0.876712328767123,12.579,800,20,10
gau,1,12.65,800,20,10
gau,1,11.615,800,20,10
gau,1,12.096,800,20,10
gau,1,11.389,800,20,10
gau,1,11.001,800,20,10
gau,1,11.084,800,20,10
gau,1,11.506,800,20,10
gau,1,11.652,800,20,10
gau,1,9.96500000000003,800,20,10
gau,1,11.34,800,20,10
gau,1,12.582,800,20,10
gau,1,12.595,800,20,10
gau,1,12.817,800,20,10
gau,1,11.544,800,20,10
gau,1,11.6180000000001,800,20,10
gau,1,11.751,800,20,10
gau,1,11.66,800,20,10
gau,1,10.33,800,20,10
gau,1,11.599,800,20,10
gau,1,12.872,800,20,10
gau,1,12.338,800,20,10
gau,1,11.939,800,20,10
gau,1,11.922,800,20,10
gau,1,11.836,800,20,10
gau,1,12.381,800,20,10
gau,1,12.461,800,20,10
gau,1,11.318,800,20,10
gau,1,11.043,800,20,10
gau,1,12.006,800,20,10
gau,1,11.654,800,20,10
gau,1,13.177,800,20,10
gau,1,12.5,800,20,10
gau,1,12.084,800,20,10
gau,1,11.398,800,20,10
gau,1,11.462,800,20,10
gau,1,11.617,800,20,10
gau,1,11.971,800,20,10
gau,1,11.296,800,20,10
gau,1,12.221,800,20,10
gau,1,13.191,800,20,10
gau,1,11.657,800,20,10
gau,1,12.428,800,20,10
gau,1,13.172,800,20,10
gau,1,12.187,800,20,10
gau,1,12.046,800,20,10
gau,1,11.766,800,20,10
gau,1,12.761,800,20,10
gau,1,12.319,800,20,10
gau,1,13.26,800,20,10
gau,1,13.22,800,20,10
gau,1,12.285,800,20,10
gau,1,12.332,800,20,10
gau,1,12.311,800,20,10
gau,1,11.171,800,20,10
gau,1,11.73,800,20,10
gau,1,10.99,800,20,10
gau,1,11.696,800,20,10
gau,1,12.431,800,20,10
gau,1,11.51,800,20,10
gau,1,11.826,800,20,10
gau,1,11.127,800,20,10
gau,1,12.968,800,20,10
gau,1,12.382,800,20,10
gau,1,11.954,800,20,10
gau,1,11.56,800,20,10
gau,1,12.138,800,20,10
gau,1,11.772,800,20,10
gau,1,11.399,800,20,10
gau,1,11.227,800,20,10
gau,1,11.069,800,20,10
gau,1,12.787,800,20,10
gau,1,12.601,800,20,10
gau,1,11.938,800,20,10
gau,1,11.954,800,20,10
gau,1,11.376,800,20,10
gau,1,11.373,800,20,10
gau,1,12.826,800,20,10
gau,0.876712328767123,11.532,800,20,10
gau,1,11.038,800,20,10
gau,1,11.149,800,20,10
gau,0.876712328767123,11.487,800,20,10
gau,1,11.958,800,20,10
gau,1,13.146,800,20,10
gau,1,11.423,800,20,10
gau,1,12.959,800,20,10
gau,1,11.357,800,20,10
gau,1,11.677,800,20,10
gau,1,12.431,800,20,10
gau,1,13.057,800,20,10
gau,1,11.878,800,20,10
gau,1,11.6059999999999,800,20,10
gau,1,12.757,800,20,10
gau,1,12.568,800,20,10
gau,1,11.706,800,20,10
gau,1,11.047,800,20,10
gau,1,9.851,800,20,10
gau,1,11.521,800,20,10
gau,1,11.768,800,20,10
gau,1,11.921,800,20,10
gau,1,12.066,800,20,10
gau,1,11.552,800,20,10
gau,1,10.3190000000001,800,20,10
gau,0.727272727272727,10.399,800,20,10
gau,1,11.706,800,20,10
gau,1,11.167,800,20,10
gau,1,7.52300000000002,800,20,10
gau,1,11.596,800,20,10
gau,1,10.7810000000001,800,20,10
gau,1,11.846,800,20,10
gau,1,6.96500000000003,800,20,10
gau,1,6.98800000000006,800,20,10
gau,1,7.54200000000003,800,20,10
gau,1,8.74199999999996,800,20,10
gau,1,11.425,800,20,10
Wilcoxon,1,0.249000000000002,800,20,10
Wilcoxon,0.876712328767123,0.25,800,20,10
Wilcoxon,1,0.25,800,20,10
Wilcoxon,0.876712328767123,0.244,800,20,10
Wilcoxon,1,0.244,800,20,10
Wilcoxon,1,0.25,800,20,10
Wilcoxon,1,0.247999999999998,800,20,10
Wilcoxon,1,0.249000000000002,800,20,10
Wilcoxon,1,0.247,800,20,10
Wilcoxon,1,0.247999999999998,800,20,10
Wilcoxon,1,0.180999999999997,800,20,10
Wilcoxon,1,0.18,800,20,10
Wilcoxon,1,0.181999999999995,800,20,10
Wilcoxon,1,0.181999999999995,800,20,10
Wilcoxon,1,0.181999999999995,800,20,10
Wilcoxon,1,0.180999999999997,800,20,10
Wilcoxon,1,0.182000000000002,800,20,10
Wilcoxon,1,0.183999999999997,800,20,10
Wilcoxon,0.876712328767123,0.181000000000004,800,20,10
Wilcoxon,1,0.18,800,20,10
Wilcoxon,1,0.180999999999997,800,20,10
Wilcoxon,1,0.181000000000012,800,20,10
Wilcoxon,0.876712328767123,0.180999999999997,800,20,10
Wilcoxon,1,0.180000000000007,800,20,10
Wilcoxon,0.876712328767123,0.179000000000002,800,20,10
Wilcoxon,1,0.181000000000012,800,20,10
Wilcoxon,1,0.183000000000007,800,20,10
Wilcoxon,1,0.182000000000002,800,20,10
Wilcoxon,1,0.182999999999993,800,20,10
Wilcoxon,1,0.182000000000002,800,20,10
Wilcoxon,1,0.182000000000002,800,20,10
Wilcoxon,1,0.182000000000002,800,20,10
Wilcoxon,1,0.183000000000007,800,20,10
Wilcoxon,1,0.179999999999993,800,20,10
Wilcoxon,0.727272727272727,0.180999999999997,800,20,10
Wilcoxon,1,0.183000000000007,800,20,10
Wilcoxon,1,0.182000000000002,800,20,10
Wilcoxon,1,0.180999999999997,800,20,10
Wilcoxon,1,0.182000000000002,800,20,10
Wilcoxon,1,0.182000000000002,800,20,10
Wilcoxon,1,0.182000000000016,800,20,10
Wilcoxon,1,0.182000000000016,800,20,10
Wilcoxon,0.727272727272727,0.181000000000012,800,20,10
Wilcoxon,1,0.182000000000016,800,20,10
Wilcoxon,0.876712328767123,0.181000000000012,800,20,10
Wilcoxon,1,0.181000000000012,800,20,10
Wilcoxon,1,0.187999999999988,800,20,10
Wilcoxon,0.542372881355932,0.183999999999997,800,20,10
Wilcoxon,1,0.181999999999988,800,20,10
Wilcoxon,1,0.181000000000012,800,20,10
Wilcoxon,1,0.181000000000012,800,20,10
Wilcoxon,1,0.180000000000007,800,20,10
Wilcoxon,1,0.183999999999997,800,20,10
Wilcoxon,1,0.182000000000016,800,20,10
Wilcoxon,1,0.181000000000012,800,20,10
Wilcoxon,1,0.182999999999993,800,20,10
Wilcoxon,1,0.182000000000016,800,20,10
Wilcoxon,1,0.182999999999993,800,20,10
Wilcoxon,1,0.181000000000012,800,20,10
Wilcoxon,1,0.181999999999988,800,20,10
Wilcoxon,1,0.181999999999988,800,20,10
Wilcoxon,1,0.181000000000012,800,20,10
Wilcoxon,0.876712328767123,0.182000000000016,800,20,10
Wilcoxon,1,0.181999999999988,800,20,10
Wilcoxon,1,0.181000000000012,800,20,10
Wilcoxon,1,0.182999999999993,800,20,10
Wilcoxon,1,0.181000000000012,800,20,10
Wilcoxon,1,0.181999999999988,800,20,10
Wilcoxon,1,0.180000000000007,800,20,10
Wilcoxon,0.876712328767123,0.182000000000016,800,20,10
Wilcoxon,1,0.181000000000012,800,20,10
Wilcoxon,1,0.181999999999988,800,20,10
Wilcoxon,1,0.180000000000007,800,20,10
Wilcoxon,0.876712328767123,0.181000000000012,800,20,10
Wilcoxon,1,0.181999999999988,800,20,10
Wilcoxon,1,0.181000000000012,800,20,10
Wilcoxon,0.876712328767123,0.181000000000012,800,20,10
Wilcoxon,1,0.183999999999997,800,20,10
Wilcoxon,1,0.180999999999983,800,20,10
Wilcoxon,1,0.181000000000012,800,20,10
Wilcoxon,1,0.174999999999983,800,20,10
Wilcoxon,1,0.180000000000007,800,20,10
Wilcoxon,1,0.181000000000012,800,20,10
Wilcoxon,1,0.174000000000007,800,20,10
Wilcoxon,1,0.181000000000012,800,20,10
Wilcoxon,0.876712328767123,0.180999999999983,800,20,10
Wilcoxon,0.727272727272727,0.180000000000007,800,20,10
Wilcoxon,1,0.18199999999996,800,20,10
Wilcoxon,1,0.181000000000012,800,20,10
Wilcoxon,1,0.182000000000016,800,20,10
Wilcoxon,1,0.182000000000016,800,20,10
Wilcoxon,1,0.180000000000007,800,20,10
Wilcoxon,0.876712328767123,0.182000000000016,800,20,10
Wilcoxon,1,0.180000000000007,800,20,10
Wilcoxon,0.876712328767123,0.182000000000016,800,20,10
Wilcoxon,1,0.180999999999983,800,20,10
Wilcoxon,1,0.180999999999983,800,20,10
Wilcoxon,1,0.182999999999993,800,20,10
Wilcoxon,0.876712328767123,0.18100000000004,800,20,10
Wilcoxon,1,0.182999999999993,800,20,10
Wilcoxon,1,0.18100000000004,800,20,10
Wilcoxon,1,0.18100000000004,800,20,10
Wilcoxon,0.876712328767123,0.182000000000016,800,20,10
Wilcoxon,1,0.182000000000016,800,20,10
Wilcoxon,1,0.182000000000016,800,20,10
Wilcoxon,0.876712328767123,0.180999999999983,800,20,10
Wilcoxon,1,0.18100000000004,800,20,10
Wilcoxon,1,0.182999999999993,800,20,10
Wilcoxon,1,0.182999999999993,800,20,10
Wilcoxon,1,0.180999999999983,800,20,10
Wilcoxon,1,0.180999999999983,800,20,10
Wilcoxon,1,0.177000000000021,800,20,10
Wilcoxon,1,0.180999999999983,800,20,10
Wilcoxon,0.876712328767123,0.182000000000016,800,20,10
Wilcoxon,1,0.180000000000007,800,20,10
Wilcoxon,1,0.182000000000016,800,20,10
Wilcoxon,1,0.176000000000045,800,20,10
Wilcoxon,1,0.182999999999993,800,20,10
Wilcoxon,1,0.177999999999997,800,20,10
Wilcoxon,1,0.180999999999983,800,20,10
Wilcoxon,0.876712328767123,0.180999999999983,800,20,10
Wilcoxon,1,0.182000000000016,800,20,10
Wilcoxon,1,0.182000000000016,800,20,10
Wilcoxon,1,0.180999999999983,800,20,10
Wilcoxon,0.727272727272727,0.180999999999983,800,20,10
Wilcoxon,1,0.180000000000007,800,20,10
Wilcoxon,1,0.182000000000016,800,20,10
Wilcoxon,0.876712328767123,0.183999999999969,800,20,10
Wilcoxon,1,0.177000000000021,800,20,10
Wilcoxon,1,0.182000000000016,800,20,10
Wilcoxon,1,0.182999999999993,800,20,10
Wilcoxon,1,0.18199999999996,800,20,10
Wilcoxon,0.727272727272727,0.180999999999983,800,20,10
Wilcoxon,0.876712328767123,0.180999999999983,800,20,10
Wilcoxon,1,0.180999999999983,800,20,10
Wilcoxon,1,0.182000000000016,800,20,10
Wilcoxon,1,0.182000000000016,800,20,10
Wilcoxon,1,0.183999999999969,800,20,10
Wilcoxon,1,0.180999999999983,800,20,10
Wilcoxon,1,0.182000000000016,800,20,10
Wilcoxon,1,0.18100000000004,800,20,10
Wilcoxon,1,0.18199999999996,800,20,10
Wilcoxon,1,0.180999999999983,800,20,10
Wilcoxon,1,0.18199999999996,800,20,10
Wilcoxon,1,0.18100000000004,800,20,10
Wilcoxon,1,0.182999999999993,800,20,10
Wilcoxon,1,0.178999999999974,800,20,10
Wilcoxon,1,0.18100000000004,800,20,10
Wilcoxon,1,0.18100000000004,800,20,10
Wilcoxon,1,0.18199999999996,800,20,10
Wilcoxon,1,0.18300000000005,800,20,10
Wilcoxon,0.876712328767123,0.182000000000016,800,20,10
Wilcoxon,1,0.180999999999983,800,20,10
Wilcoxon,1,0.182000000000016,800,20,10
Wilcoxon,1,0.182000000000016,800,20,10
Wilcoxon,1,0.182000000000016,800,20,10
Wilcoxon,0.876712328767123,0.180999999999983,800,20,10
Wilcoxon,1,0.182999999999993,800,20,10
Wilcoxon,1,0.177999999999997,800,20,10
Wilcoxon,1,0.180000000000007,800,20,10
Wilcoxon,1,0.180999999999983,800,20,10
Wilcoxon,1,0.182999999999993,800,20,10
Wilcoxon,1,0.18199999999996,800,20,10
Wilcoxon,0.876712328767123,0.182000000000016,800,20,10
Wilcoxon,1,0.182000000000016,800,20,10
Wilcoxon,1,0.175999999999988,800,20,10
Wilcoxon,0.876712328767123,0.182000000000016,800,20,10
Wilcoxon,0.876712328767123,0.180000000000007,800,20,10
Wilcoxon,1,0.180000000000007,800,20,10
Wilcoxon,1,0.180999999999983,800,20,10
Wilcoxon,1,0.175999999999988,800,20,10
Wilcoxon,0.876712328767123,0.182999999999993,800,20,10
Wilcoxon,1,0.180999999999983,800,20,10
Wilcoxon,1,0.180000000000007,800,20,10
Wilcoxon,1,0.18199999999996,800,20,10
Wilcoxon,1,0.180000000000007,800,20,10
Wilcoxon,0.876712328767123,0.18100000000004,800,20,10
Wilcoxon,1,0.176000000000045,800,20,10
Wilcoxon,1,0.180000000000007,800,20,10
Wilcoxon,1,0.180999999999983,800,20,10
Wilcoxon,1,0.17999999999995,800,20,10
Wilcoxon,1,0.178999999999974,800,20,10
Wilcoxon,0.876712328767123,0.182999999999993,800,20,10
Wilcoxon,1,0.182000000000016,800,20,10
Wilcoxon,1,0.182000000000016,800,20,10
Wilcoxon,1,0.180999999999926,800,20,10
Wilcoxon,1,0.180000000000064,800,20,10
Wilcoxon,1,0.157000000000039,800,20,10
Wilcoxon,0.876712328767123,0.182000000000016,800,20,10
Wilcoxon,1,0.18100000000004,800,20,10
Wilcoxon,0.727272727272727,0.165000000000077,800,20,10
Wilcoxon,1,0.105000000000018,800,20,10
Wilcoxon,1,0.182999999999993,800,20,10
Wilcoxon,1,0.17999999999995,800,20,10
Wilcoxon,1,0.17999999999995,800,20,10
Wilcoxon,1,0.104000000000042,800,20,10
Wilcoxon,1,0.100999999999999,800,20,10
Wilcoxon,1,0.0989999999999327,800,20,10
Wilcoxon,1,0.105999999999995,800,20,10
Wilcoxon,1,0.182000000000016,800,20,10
